Faixa,CA,Processo,Coordenador,Instituição,UF,Região,Recomendação CA,Aprovação,Custeio.Aprov,Capital.Aprov,Bolsas.Aprov,Total.Aprovado
Faixa A,VT,421627/2023-9,Claudia Valeria Seullner Brandao,UNESP,SP,SE,Recomendada,Aprovada,0,114000,0,114000
Faixa A,VT,403108/2023-3,Luiz Francisco Zafalon,EMBRAPA,DF,CO,Recomendada,Aprovada,75000,15000,0,90000
Faixa A,VT,408826/2023-1,Kelly Cristina Tagliari de Brito,SEAPI,RS,SU,Recomendada,Aprovada,34500,5100,25740,65340
Faixa A,VT,404288/2023-5,Maria Fernanda Rodrigues Graciano,UEL,PR,SU,Recomendada,Aprovada,46000,20000,0,66000
Faixa A,VT,408653/2023-0,Melissa Hanzen Pinna,UFBA,BA,NE,Recomendada,Aprovada,52000,14000,0,66000
Faixa A,VT,421951/2023-0,Carla Cristina Guimaraes de Moraes,PPGSAAM,PA,NO,Recomendada,Aprovada,49000,0,0,49000
Faixa A,VT,408595/2023-0,Renata Osorio de Faria,UFPEL,RS,SU,Recomendada,Aprovada,123048.76,25000,0,148048.76
Faixa A,VT,402745/2023-0,Rosangela Soares Uzeda,UFBA,BA,NE,Recomendada,Aprovada,100000,44500,0,144500
Faixa A,VT,403778/2023-9,Marcos Antonio Maioli,UNIFESP,SP,SE,Recomendada,Aprovada,80000,55000,0,135000
Faixa A,VT,405429/2023-1,Silvana Lima Gorniak,USP,SP,SE,Recomendada,Aprovada,52000,0,6720,58720
Faixa A,VT,420364/2023-4,Arthur Willian de Lima Brasil,UFPB,PB,NE,Recomendada,Aprovada,28400,70590,0,98990
Faixa A,VT,404669/2023-9,Thais Rose dos Santos Hamilton,UNESP,SP,SE,Recomendada,Aprovada,104000,36000,0,140000
Faixa A,VT,408082/2023-2,Luiz Antonio Moura Keller,UFF,RJ,SE,Recomendada,Aprovada,32500,50000,0,82500
Faixa A,VT,420830/2023-5,Gediendson Ribeiro de Araujo,IBA,MS,CO,Recomendada,Aprovada,58600,106000,0,164600
Faixa A,VT,402453/2023-9,Jonas Moraes Filho,UNISA,SP,SE,Recomendada,Aprovada,61000,5000,0,66000
Faixa A,VT,409710/2023-7,Silvana de Vasconcelos Cancado,UFMG,MG,SE,Recomendada,Aprovada,99000,0,0,99000
Faixa A,VT,406946/2023-0,Stella de Faria Valle,UFRGS,RS,SU,Recomendada,Aprovada,34000,50000,0,84000
Faixa B,VT,420755/2023-3,Celso Jose Bruno de Oliveira,UFPB,PB,NE,Recomendada,Aprovada,106905,140000,27720,274625
Faixa B,VT,407675/2023-0,Walter Lilenbaum,UFF,RJ,SE,Recomendada,Aprovada,235000,10500,0,245500
Faixa B,VT,405608/2023-3,Fabio Pereira Leivas Leite,UFPEL,RS,SU,Recomendada,Aprovada,131000,0,187200,318200
Faixa B,VT,404897/2023-1,David Driemeier,UFRGS,RS,SU,Recomendada,Aprovada,170000,85000,0,255000
Faixa B,VT,403586/2023-2,Franciele Maboni Siqueira,UFRGS,RS,SU,Recomendada,Aprovada,0,0,93600,93600
Faixa B,VT,406600/2023-6,Marco Antonio de Andrade Belo,UNESP,SP,SE,Recomendada,Aprovada,52380,43900,8400,104680
Faixa B,VT,420413/2023-5,Everton Kort Kamp Fernandes,UFG,GO,CO,Recomendada,Aprovada,115000,125000,0,240000
Faixa B,VT,405993/2023-4,Fabricio Rochedo Conceicao,UFPEL,RS,SU,Recomendada,Aprovada,23950,30000,124800,178750
Faixa B,VT,405495/2023-4,Marcelo Marcondes Seneda,UEL,PR,SU,Recomendada,Aprovada,275000,0,0,275000
Faixa B,VT,407430/2023-7,Lindomar Jose Pena,AASV,RJ,SE,Recomendada,Aprovada,131000,0,187200,318200
Faixa B,VT,401737/2023-3,Itabajara da Silva Vaz Junior,UFRGS,RS,SU,Recomendada,Aprovada,215000,0,0,215000
Faixa B,VT,406869/2023-5,Marcelo Emilio Beletti,UFU,MG,SE,Recomendada,Aprovada,247000,0,27720,274720
Faixa B,VT,407319/2023-9,Jose Diomedes Barbosa Neto,UFPA,PA,NO,Recomendada,Aprovada,91800,52200,0,144000
Faixa B,VT,403524/2023-7,Huarrisson Azevedo Santos,UFRRJ,RJ,SE,Recomendada,Aprovada,105589.2,103125.32,25200,233914.52
Faixa B,VT,404642/2023-3,Marcio Nunes Correa,UFPEL,RS,SU,Recomendada,Aprovada,177649,26000,0,203649
Faixa B,VT,405992/2023-8,Vicente Jose de Figueiredo Freitas,UECE,CE,NE,Recomendada,Aprovada,19000,50000,124800,193800
Faixa B,VT,401739/2023-6,Bruno Watanabe Minto,FCAV,SP,SE,Recomendada,Aprovada,0,275000,0,275000
Faixa B,VT,402639/2023-5,Marcelo Alves Pinto,CEUA-FIOCRUZ,RJ,SE,Recomendada,Aprovada,147420,100080,0,247500
Faixa A,ZO,406993/2023-8,Emilio de Lanna Neto,UFBA,BA,NE,Recomendada,Aprovada,103686,11800,0,115486
Faixa A,ZO,420970/2023-1,Lincoln Silva Carneiro,UFPA,PA,NO,Recomendada,Aprovada,150000,12600,0,162600
Faixa A,ZO,404352/2023-5,Fabiana Rodrigues Costa Nunes,UFABC,SP,SE,Recomendada,Aprovada,62462.6,42348.9,9240,114051.5
Faixa A,ZO,408209/2023-2,Julio Fernando Vilela,UFPI,PI,NE,Recomendada,Aprovada,99500,16000,0,115500
Faixa A,ZO,421880/2023-6,Pedro Guilherme Barrios de Souza Dias,UFRJ,RJ,SE,Recomendada,Aprovada,49200,0,0,49200
Faixa A,ZO,409413/2023-2,Renato Tavares Martins,FUSVE,RJ,SE,Recomendada,Aprovada,59000,35000,70200,164200
Faixa A,ZO,408648/2023-6,Ana Paula Carmignotto,UFSCAR,SP,SE,Recomendada,Aprovada,73260,0,9240,82500
Faixa A,ZO,420611/2023-1,Marinez Isaac Marques,UFMT,MT,CO,Recomendada,Aprovada,36000,30000,0,66000
Faixa A,ZO,405799/2023-3,Guilherme Jose da Costa Silva,UNISA,SP,SE,Recomendada,Aprovada,60000,0,0,60000
Faixa A,ZO,404826/2023-7,Angela Maria Zanata,UFBA,BA,NE,Recomendada,Aprovada,98570,27250,22680,148500
Faixa A,ZO,408586/2023-0,Diego Astua de Moraes,UFPE,PE,NE,Recomendada,Aprovada,9630,56360,0,65990
Faixa A,ZO,407711/2023-6,Vlamir Jose Rocha,UFSCAR,SP,SE,Recomendada,Aprovada,6500,43000,0,49500
Faixa A,ZO,420614/2023-0,Fabio Cury de Barros,UEMG,MG,SE,Recomendada,Aprovada,57250,17750,0,75000
Faixa A,ZO,404217/2023-0,David Augusto Reynalte Tataje,UFFS,SC,SU,Recomendada,Aprovada,43000,30000,54600,127600
Faixa A,ZO,408178/2023-0,Pedro Cordeiro Estrela de Andrade Pinto,UFPB,PB,NE,Recomendada,Aprovada,89500,26000,0,115500
Faixa A,ZO,420412/2023-9,Felipe Micali Nuvoloni,UFSB,BA,NE,Recomendada,Aprovada,62000,20500,0,82500
Faixa A,ZO,406188/2023-8,Carlos Eduardo Tolussi,UFC,CE,NE,Recomendada,Aprovada,49200,0,0,49200
Faixa B,ZO,402665/2023-6,Roberto Esser dos Reis,PUCRS,RS,SU,Recomendada,Aprovada,122911,0,27720,150631
Faixa B,ZO,405011/2023-7,Mario Antonio Navarro da Silva,UFPR,PR,SU,Recomendada,Aprovada,54000,24000,72800,150800
Faixa B,ZO,402871/2023-5,Felipe Ferraz Figueiredo Moreira,FIOCRUZ,RJ,SE,Recomendada,Aprovada,243240.6,30002,0,273242.6
Faixa B,ZO,402806/2023-9,Gustavo Ferreira Martins,UFV,MG,SE,Recomendada,Aprovada,96000,90000,33600,219600
Faixa B,ZO,405812/2023-0,Gabriel Augusto Rodrigues de Melo,UFPR,PR,SU,Recomendada,Aprovada,175000,47200,63600,285800
Faixa B,ZO,404802/2023-0,Adriano Brilhante Kury,UFRJ,RJ,SE,Recomendada,Aprovada,272450,2000,0,274450
Faixa B,ZO,420210/2023-7,Marcos Domingos Siqueira Tavares,USP,SP,SE,Recomendada,Aprovada,233000,0,42000,275000
Faixa B,ZO,405687/2023-0,Rodrigo Augusto Santinelo Pereira,USP,SP,SE,Recomendada,Aprovada,135000,29500,0,164500
Faixa A,ZT,402624/2023-8,Antonio Leandro Chaves Gurgel,UFPI,PI,NE,Recomendada,Aprovada,78000,38200,0,116200
Faixa A,ZT,407959/2023-8,Priscila de Oliveira Moraes,UFSC,SC,SU,Recomendada,Aprovada,57400,0,0,57400
Faixa A,ZT,408124/2023-7,Ruan Daros,PUC/PR,PR,SU,Recomendada,Aprovada,7900,30400,11200,49500
Faixa A,ZT,420443/2023-1,Ernestina Ribeiro dos Santos Neta,UFRA,PA,NO,Recomendada,Aprovada,26100,15000,0,41100
Faixa A,ZT,407175/2023-7,Luciano da Silva Cabral,UFMT,MT,CO,Recomendada,Aprovada,71300,30000,0,101300
Faixa A,ZT,404062/2023-7,Ubiratan Piovezan,CPATC,SE,NE,Recomendada,Aprovada,61060,34000,0,95060
Faixa A,ZT,408813/2023-7,Marcio Vieira da Cunha,UFRPE,PE,NE,Recomendada,Aprovada,58000,10000,0,68000
Faixa A,ZT,403403/2023-5,Luis Carlos Vinhas Itavo,UFMS,MS,CO,Recomendada,Aprovada,80000,0,0,80000
Faixa A,ZT,409073/2023-7,Adriana Regina Bagaldo,UFRB,BA,NE,Recomendada,Aprovada,50800,11600,0,62400
Faixa A,ZT,409960/2023-3,Camila Soares Cunha,UFMS,MS,CO,Recomendada,Aprovada,45200,20800,0,66000
Faixa A,ZT,420471/2023-5,Jose de Brito Lourenco Junior,UFPA,PA,NO,Recomendada,Aprovada,88587,45000,0,133587
Faixa A,ZT,404234/2023-2,Heloisa Helena de Carvalho Mello,UFG,GO,CO,Recomendada,Aprovada,32480,0,0,32480
Faixa A,ZT,404242/2023-5,Fabyola Barros de Carvalho,UFG,GO,CO,Recomendada,Aprovada,31800,30000,0,61800
Faixa A,ZT,403895/2023-5,Vivian Vezzoni de Almeida,UFG,GO,CO,Recomendada,Aprovada,109357,12925,0,122282
Faixa A,ZT,406106/2023-1,Luan Sousa dos Santos,UFRRJ,RJ,SE,Recomendada,Aprovada,75000,10000,0,85000
Faixa A,ZT,421603/2023-2,Francisco Ribeiro de Araujo Neto,IFGOIANO,GO,CO,Recomendada,Aprovada,100050,0,0,100050
Faixa A,ZT,407729/2023-2,Stela Antas Urbano,UFRN,RN,NE,Recomendada,Aprovada,21800,27000,0,48800
Faixa A,ZT,421110/2023-6,Alexandre Fernandes Perazzo,UFPI,PI,NE,Recomendada,Aprovada,43756,25000,0,68756
Faixa A,ZT,404653/2023-5,Eric Haydt Castello Branco Van Cleef,UFTM,MG,SE,Recomendada,Aprovada,70900,31000,0,101900
Faixa A,ZT,405840/2023-3,Acir Moreno Soares Junior,UFSJ,MG,SE,Recomendada,Aprovada,26900,32900,0,59800
Faixa A,ZT,408059/2023-0,Olivardo Faco,EMBRAPA,DF,CO,Recomendada,Aprovada,99000,0,0,99000
Faixa A,ZT,420423/2023-0,Silvia Cristina de Aguiar,UNEMAT,MT,CO,Recomendada,Aprovada,25835,48500,0,74335
Faixa A,ZT,402802/2023-3,Miguel Dall Agnol,CNPq,RS,SU,Recomendada,Aprovada,103300,13500,0,116800
Faixa A,ZT,403443/2023-7,Caio Seiti Takiya,UTFPR,PR,SU,Recomendada,Aprovada,50000,36000,0,86000
Faixa A,ZT,420732/2023-3,Tadeu Vinhas Voltolini,EMBRAPA,DF,CO,Recomendada,Aprovada,55220,20500,26880,102600
Faixa B,ZT,421187/2023-9,Arlindo de Alencar Araripe Noronha Moura,UFC,CE,NE,Recomendada,Aprovada,160000,0,0,160000
Faixa B,ZT,407472/2023-1,Ananda Portella Felix,UFPR,PR,SU,Recomendada,Aprovada,32280,0,8400,40680
Faixa B,ZT,402592/2023-9,Itallo Conrado Sousa de Araujo,UFMG,MG,SE,Recomendada,Aprovada,55000,90000,16800,161800
Faixa B,ZT,404305/2023-7,Carla Luiza da Silva Avila,UFLA,MG,SE,Recomendada,Aprovada,106187,25000,33600,164787
Faixa B,ZT,403079/2023-3,Eliane Gasparino,UEM,PR,SU,Recomendada,Aprovada,159250,0,0,159250
Faixa B,ZT,407084/2023-1,Anderson de Moura Zanine,UFMA,MA,NE,Recomendada,Aprovada,63800,76110,0,139910
Faixa B,ZT,407330/2023-2,Ednardo Rodrigues Freitas,UFC,CE,NE,Recomendada,Aprovada,70000,0,0,70000
Faixa B,ZT,404585/2023-0,Francisco Palma Renno,USP,SP,SE,Recomendada,Aprovada,151000,0,0,151000
Faixa B,ZT,421790/2023-7,Andre Fischer Sbrissia,UDESC,SC,SU,Recomendada,Aprovada,82800,0,0,82800
Faixa B,ZT,405387/2023-7,Michelle de Oliveira Maia Parente,UFMA,PI,NE,Recomendada,Aprovada,58779.89,70000,0,128779.89
Faixa B,ZT,404013/2023-6,Mario Luiz Santana Junior,UFR,MT,CO,Recomendada,Aprovada,121400,35000,0,156400
Faixa B,ZT,409883/2023-9,Ronaldo Lopes Oliveira,UFBA,BA,NE,Recomendada,Aprovada,153000,24000,31200,208200
Faixa B,ZT,404616/2023-2,Raphael Bermal Costa,UFBA,BA,NE,Recomendada,Aprovada,105900,69100,0,175000
Faixa B,ZT,403115/2023-0,Maria Eugenia Zerlotti Mercadante,IZ,SP,SE,Recomendada,Aprovada,133074,29574,0,162648
Faixa B,ZT,404887/2023-6,Vivian Fischer,UFRGS,RS,SU,Recomendada,Aprovada,82381,0,16800,99181
Faixa B,ZT,405688/2023-7,Leonardo Augusto Fonseca Pascoal,UFPB,PB,NE,Recomendada,Aprovada,147000,8000,9240,164240
Faixa B,ZT,403760/2023-2,Andre Guimaraes Maciel e Silva,UFPA,PA,NO,Recomendada,Aprovada,90000,98040.76,16800,204840.76
Faixa B,ZT,403434/2023-8,Carlos Augusto de Miranda Gomide,EMBRAPA,MG,SE,Recomendada,Aprovada,61930,28500,23100,113530
Faixa B,ZT,403830/2023-0,Marta Fonseca Martins,EMBRAPA,DF,CO,Recomendada,Aprovada,102400,20000,51480,173880
Faixa B,ZT,420047/2023-9,Luciana Navajas Renno,UFV,MG,SE,Recomendada,Aprovada,137487.5,0,0,137487.5
Faixa B,ZT,404363/2023-7,Jose Lindenberg Rocha Sarmento,UFPI,PI,NE,Recomendada,Aprovada,134500,12000,33960,180460
Faixa B,ZT,420618/2023-6,Carlos Boa Viagem Rabello,UFRPE,PE,NE,Recomendada,Aprovada,165140,60620,9240,235000
Faixa A,AC,406395/2023-3,Alexandre Virginelli Maiorino,EMUFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404244/2023-8,Ana Goncalves Magalhaes,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409360/2023-6,Marcus Santos Mota,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,405491/2023-9,Ednardo Monteiro Gonzaga do Monti,MEC,PI,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407068/2023-6,Wayner Tristao Goncalves,UFSB,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,403323/2023-1,Jociele Lampert,UDESC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,422119/2023-7,Gustavo Rodrigues Penha,UFMS,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,421417/2023-4,Ericson Telles Saint Clair,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,405021/2023-2,Andrea Lacerda Bachettini,UFPEL,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,405660/2023-5,Allysson Viana Martins,UNIR,RO,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,406971/2023-4,Carla Candida Rizzotto,UFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409271/2023-3,Marina Ramos Neves de Castro,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,420113/2023-1,Regiane Lucas de Oliveira Garcez,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,405696/2023-0,Adriano Moraes de Oliveira,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,420387/2023-4,Vanessa Amalia Dalpizol Valiati,FEEVALE,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,402312/2023-6,Danilo Augusto de Albuquerque Rossetti,UFMT,MT,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,408393/2023-8,Bruno Bernardo de Araujo,UFMT,MT,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407942/2023-8,Joana Cunha de Holanda,UFPEL,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407134/2023-9,Madalena Ribeiro Grimaldi,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409266/2023-0,Mirta Susana Morales,FCC - UNC,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,406213/2023-2,Leonardo Figueiredo Costa,UFBA,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,403450/2023-3,Tatiana Oliveira Siciliano,PUC-Rio,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,420453/2023-7,Carlos Alberto Ferreira,UNIRIO,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404408/2023-0,Laura Ribero Rueda,FEEVALE,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404531/2023-7,Izani Pibernat Mustafa,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,406385/2023-8,Evandro Jose Medeiros Laia,UFOP,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,420183/2023-0,Carlos Augusto Goncalves Pasqualucci,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,402926/2023-4,Gloria Rabay,UFPB,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,421837/2023-3,Jupter Martins de Abreu Junior,IFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404437/2023-0,Filipe Fernandes Ribeiro Mostaro,AUDIOLAB,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407202/2023-4,Josenildo Luiz Guerra,UFS,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,420395/2023-7,Rodrigo Montandon Born,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409056/2023-5,Elizabeth Maria Freire de Araujo Lima,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409704/2023-7,Igor Leao Maia,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407290/2023-0,Denise Espirito Santo da Silva,ART UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,406386/2023-4,Patricia Kayser Vargas Mangan,UNILASALLE,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407527/2023-0,Cristiane D Avila Lyra Almeida,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407540/2023-7,Alessandra Cristina da Silva Maia Cardoso Monteiro,FGV,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,403067/2023-5,Camila Escudero,UMESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,406265/2023-2,Evelyn Iris Leite Morales Conde,UNIR,RO,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409733/2023-7,Danielle Sanches de Almeida,FGV,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,405723/2023-7,Marta Correa Machado,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404335/2023-3,Sergio Pereira Andrade,UFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407900/2023-3,Pablo Goncalo Pires de Campos Martins,FORCINE,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,403840/2023-6,Regilene Aparecida Sarzi Ribeiro,FAAC - UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407048/2023-5,Paulo Ricardo Berton,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,409545/2023-6,Davi de Oliveira Pinto,UFSJ,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,408448/2023-7,Adriane Maria Arantes de Carvalho,FUMEC,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,405558/2023-6,Pedro Ivo Silveira Andretta,UNIR,RO,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404124/2023-2,Priscila de Assuncao Barreto Corbo,CP II,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,421514/2023-0,Murilo Ferreira Velho de Arruda,FAMES,ES,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,420735/2023-2,Clara Bezerril Camara,UFPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,404035/2023-0,Gilberto Assis de Oliveira Rosa,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,421680/2023-7,Fatima Yaska Antunes Silva,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,401613/2023-2,Laura Seligman,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AC,407107/2023-1,Jose Dias Paschoal Neto,FAE,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,409633/2023-2,Samuel Mello Araujo Junior,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,404873/2023-5,Heloisa de Araujo Duarte Valente,UNIP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,402676/2023-8,Renato Ferracini,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,402602/2023-4,Jose Augusto Chaves Guimaraes,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,402606/2023-0,Karina e Silva Dias,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,401902/2023-4,Mario Fernando Bolognesi,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,409556/2023-8,Luciana de Souza Gracioso,UFSCAR,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,409382/2023-0,Muniz Sodre de Araujo Cabral,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,404188/2023-0,Rudimar Baldissera,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,401551/2023-7,Denis Porto Reno,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,407933/2023-9,Erick Felinto de Oliveira,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,406459/2023-1,Vania Cristina Pires Nogueira Valente,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,409907/2023-5,Katia Augusta Maciel,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,405553/2023-4,Marina Cavalcanti Tedesco,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,405820/2023-2,Wladimir Ganzelevitch Gramacho,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,420287/2023-0,Adriana Cristina Omena dos Santos,UFU,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,404179/2023-1,Simone Maria Rocha,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,407504/2023-0,Jussara Borges de Lima,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,421527/2023-4,Joedy Luciana Barros Marins Bamonte,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,405953/2023-2,Cristian Berrio-Zapata,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,404827/2023-3,Guilherme Maia de Jesus,UFBA,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,408193/2023-9,Maria Helena Braga e Vaz da Costa,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,403684/2023-4,Ana Candida Franceschini de Avelar Fernandes,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,405899/2023-8,Carlos Pernisa Junior,UFJF,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,421821/2023-0,Ivana Bentes Oliveira,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,408239/2023-9,Vanessa Steigleder Neubauer,UNICRUZ,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,408628/2023-5,Marco Andre Feldman Schneider,IBICT,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,403262/2023-2,Gustavo de Castro da Silva,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,401582/2023-0,Ricardo Coutinho Mello,PMI,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,401601/2023-4,Jane Marcia Mazzarino,POETAR,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,404806/2023-6,Rafael de Luna Freire,UFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,402836/2023-5,Fausto Amaro Ribeiro Picoreli Montanha,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,403612/2023-3,William Teixeira da Silva,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,421997/2023-0,Ana Maria Dietrich,UFABC,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,421487/2023-2,Rose May Carneiro,UnB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,409984/2023-0,Cecilia Leite Oliveira,IBICT,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,AC,421641/2023-1,Ana Paula Cunha dos Santos Fernandes,ANPEd,PA,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,402012/2023-2,Marcelo Lacerda Rezende,UNIFAL/MG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,404609/2023-6,Sergiany da Silva Lima,UFRPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,421861/2023-1,Daniel Henrique Dario Capitani,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,420647/2023-6,Sergio Rangel Fernandes Figueira,FCAV-UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,409898/2023-6,Raquel Janissek Muniz,PPGA/EA/UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,402291/2023-9,Gilson Geraldino da Silva Junior,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,AE,404921/2023-0,Joao Ricardo Ferreira de Lima,EMBRAPA,PE,NE,Recomendada,Não Aprovada,0,0,0,0
